sales_date,product_code,customer_code,promotion_code,channel_code,quantity,unit_price,region
2019-05-23,10,1461,2,2,1,15000,대전
2019-05-24,3,1437,2,1,1,7800,서울
2019-05-24,4,1130,2,1,1,20000,서울
2019-05-24,3,1720,2,2,1,7800,동두천
2019-05-24,41,1412,3,2,1,14800,서울
2019-05-24,24,1405,3,2,2,36000,울산
2019-05-25,19,1072,4,2,1,32000,서울
2019-05-25,16,1433,2,1,1,50000,인천
2019-05-25,41,2077,3,1,1,14800,인천
2019-05-25,24,1408,4,1,1,36000,광주
2019-05-25,12,2037,2,2,2,32000,서울
2019-05-25,6,1733,2,1,5,28000,대전
2019-05-25,17,1788,1,2,3,7900,용인
2019-05-26,22,1802,2,1,1,22000,서울
2019-05-26,10,2094,4,1,2,15000,하남
2019-05-26,40,1414,3,2,2,35900,고성
2019-05-26,12,2068,1,2,1,32000,구리
2019-05-27,5,2065,3,1,2,7200,용인
2019-05-27,16,1085,1,1,14,50000,서울
2019-05-27,2,1847,1,2,1,6500,울산
2019-05-27,25,1382,2,1,1,12900,광주
2019-05-27,15,1059,4,2,1,10500,안양
2019-05-27,39,1822,4,1,1,9900,수원
2019-05-28,7,1811,2,1,4,22000,안동
2019-05-28,22,1103,2,1,1,22000,대구
2019-05-28,15,1117,3,1,1,10500,인천
2019-05-28,25,1091,1,2,3,12900,서울
2019-05-29,20,1158,2,2,7,54000,수원
2019-05-29,27,1258,3,2,1,12000,서울
2019-05-29,40,1699,4,2,1,35900,청주
2019-05-29,8,1097,3,2,2,2000,시흥
2019-05-29,40,2181,4,1,2,35900,대전
2019-05-29,3,1448,2,1,1,7800,강릉
2019-05-30,27,1943,2,1,1,12000,안산
2019-05-30,24,1824,1,2,1,36000,서울
2019-05-30,40,1426,4,2,1,35900,김포
2019-05-30,9,1164,4,1,1,25000,인천
2019-05-30,9,1753,1,2,3,25000,인천
2019-05-31,20,1263,3,1,1,54000,대구
2019-05-31,22,1857,1,2,1,22000,서울
2019-05-31,8,2092,4,1,2,2000,전주
2019-05-31,2,2042,2,1,2,6500,서울
2019-05-31,3,1645,1,1,8,7800,서울
2019-05-31,14,1883,1,1,8,10000,부천
2019-06-01,1,2183,2,1,1,15000,서울
2019-06-01,37,1754,1,1,1,14800,고양
2019-06-01,8,1322,3,1,1,2000,서울
2019-06-01,13,1649,1,1,15,3300,인천
2019-06-01,24,1031,1,2,8,36000,안산
2019-06-01,25,1496,2,1,1,12900,서울
2019-06-02,16,1478,1,1,8,50000,창원
2019-06-02,1,2107,2,1,1,15000,서울
2019-06-02,34,1346,2,2,1,9900,서울
2019-06-02,2,1317,3,2,1,6500,인천
2019-06-02,21,1967,3,2,1,78900,서울
2019-06-02,8,1268,4,2,1,2000,부산
2019-06-02,9,1096,3,1,3,25000,나주
2019-06-03,7,1787,2,1,1,22000,수원
2019-06-03,39,2026,2,1,1,9900,순천
2019-06-03,39,1888,4,2,1,9900,인천
2019-06-03,22,1559,4,2,3,22000,안산
2019-06-03,2,1983,1,1,13,6500,성남
2019-06-04,12,1629,1,1,8,32000,광명
2019-06-04,12,1968,4,1,1,32000,인천
2019-06-04,20,1308,4,2,3,54000,울산
2019-06-04,4,2064,1,1,14,20000,세종
2019-06-04,41,1113,2,1,1,14800,서울
2019-06-05,16,1144,2,1,1,50000,용인
2019-06-05,8,1739,2,2,1,2000,서울
2019-06-05,24,1241,3,1,5,36000,청주
2019-06-05,40,1657,2,2,5,35900,부산
2019-06-06,22,1435,2,1,3,22000,안동
2019-06-06,40,2155,4,1,1,35900,동해
2019-06-06,8,1823,2,2,4,2000,울산
2019-06-07,25,2001,3,1,1,12900,인천
2019-06-07,8,1446,2,2,1,2000,부천
2019-06-07,26,1451,2,1,4,5200,대전
2019-06-07,23,1194,1,1,5,43000,대전
2019-06-07,37,2164,1,1,1,14800,서울
2019-06-08,4,1536,1,2,8,20000,서울
2019-06-08,3,2129,1,2,1,7800,서울
2019-06-08,37,2088,3,2,2,14800,서울
2019-06-08,3,1428,2,2,2,7800,수원
2019-06-08,3,2028,4,1,5,7800,서울
2019-06-08,1,1896,1,1,9,15000,서울
2019-06-09,31,1076,4,1,1,8000,광주
2019-06-09,12,1955,2,1,1,32000,수원
2019-06-09,8,2015,2,2,1,2000,인천
2019-06-09,39,1680,4,1,3,9900,파주
2019-06-09,40,1263,1,1,3,35900,대구
2019-06-10,31,1821,2,1,1,8000,세종
2019-06-10,4,2044,3,1,1,20000,서울
2019-06-10,41,1057,4,2,2,14800,부산
2019-06-10,1,1819,1,2,2,15000,진주
2019-06-10,1,1041,2,2,2,15000,창원
2019-06-11,13,1156,2,1,1,3300,이천
2019-06-11,10,1490,4,1,1,15000,인천
2019-06-11,35,1573,4,1,1,11900,시흥
2019-06-11,7,1641,4,1,2,22000,서울
2019-06-11,1,1020,1,1,11,15000,부산
2019-06-12,4,2084,2,1,3,20000,구리
2019-06-12,19,1566,2,1,1,32000,서울
2019-06-12,3,1399,3,2,5,7800,과천
2019-06-12,3,1836,1,1,11,7800,인천
2019-06-12,25,1475,1,2,8,12900,서울
2019-06-12,3,1454,1,1,8,7800,인천
2019-06-12,16,1568,1,1,8,50000,충주
2019-06-13,22,1849,4,2,1,22000,안양
2019-06-13,3,1344,3,1,1,7800,안성
2019-06-13,16,1319,4,2,7,50000,창원
2019-06-13,4,1972,3,2,2,20000,진주
2019-06-13,3,1312,1,1,8,7800,시흥
2019-06-13,6,2144,1,1,8,28000,인천
2019-06-14,25,2167,4,1,1,12900,인천
2019-06-14,7,1186,3,2,2,22000,서울
2019-06-14,16,1597,4,2,2,50000,원주
2019-06-14,20,1311,2,1,2,54000,원주
2019-06-14,29,1305,2,1,2,25000,통영
2019-06-14,9,1024,1,1,15,25000,고양
2019-06-15,12,2157,1,2,2,32000,부산
2019-06-15,26,1347,4,1,2,5200,대전
2019-06-15,3,2027,2,1,3,7800,청주
2019-06-15,10,1966,2,1,5,15000,안성
2019-06-15,2,1794,1,2,3,6500,광주
2019-06-16,8,1061,2,1,1,2000,창원
2019-06-16,22,1659,2,1,2,22000,수원
2019-06-16,37,2147,2,2,4,14800,의왕
2019-06-16,19,1497,2,1,1,32000,서울
2019-06-17,8,1340,1,1,8,2000,안산
2019-06-17,8,1308,2,1,1,2000,울산
2019-06-17,12,1661,2,2,1,32000,고양
2019-06-17,22,2048,1,2,4,22000,의정부
2019-06-17,4,1135,1,1,15,20000,세종
2019-06-18,2,1683,1,1,15,6500,안성
2019-06-18,8,1195,2,2,1,2000,서울
2019-06-18,3,1747,1,2,1,7800,광주
2019-06-18,40,2011,2,2,4,35900,남양주
2019-06-18,41,1307,1,2,3,14800,서울
2019-06-19,28,1776,2,2,2,10500,청주
2019-06-19,21,2160,1,1,2,78900,안성
2019-06-19,22,1536,2,2,1,22000,서울
2019-06-19,29,1831,2,2,3,25000,서울
2019-06-19,2,1958,1,1,14,6500,서울
2019-06-20,3,1224,2,1,2,7800,안산
2019-06-20,33,1372,3,1,1,21000,여주
2019-06-20,38,1197,3,2,3,52000,부산
2019-06-20,1,2050,1,2,3,15000,대구
2019-06-21,8,1220,3,1,1,2000,용인
2019-06-21,3,2025,4,1,1,7800,밀양
2019-06-21,3,1016,1,1,7,7800,서울
2019-06-22,16,1538,4,1,2,50000,서울
2019-06-22,41,2076,2,1,1,14800,제주
2019-06-22,5,1651,4,1,1,7200,인천
2019-06-22,12,1348,3,2,3,32000,대구
2019-06-22,30,1083,1,1,5,21400,서울
2019-06-23,12,2089,3,2,2,32000,인천
2019-06-23,30,2045,3,2,2,21400,부산
2019-06-23,14,1162,4,2,1,10000,대구
2019-06-24,8,1413,1,1,8,2000,공주
2019-06-24,3,2185,4,1,1,7800,광명
2019-06-24,3,1492,1,2,4,7800,인천
2019-06-25,6,1877,2,1,1,28000,대구
2019-06-25,11,1620,2,1,1,21500,오산
2019-06-25,41,1789,2,2,3,14800,서울
2019-06-25,27,1273,1,2,10,12000,대구
2019-06-25,16,1904,1,1,8,50000,대구
2019-06-26,16,1392,4,1,1,50000,용인
2019-06-26,27,1915,2,2,1,12000,과천
2019-06-26,33,1862,1,1,1,21000,서울
2019-06-26,3,1080,4,2,2,7800,오산
2019-06-26,25,1371,1,1,4,12900,서울
2019-06-27,7,1808,1,2,2,22000,서울
2019-06-27,12,1434,2,1,2,32000,양주
2019-06-27,24,1680,2,1,1,36000,파주
2019-06-27,7,1875,1,1,15,22000,서울
2019-06-27,1,1372,3,1,1,15000,여주
2019-06-28,12,1483,1,1,8,32000,인천
2019-06-28,22,1313,4,1,1,22000,오산
2019-06-28,16,1364,4,1,2,50000,인천
2019-06-28,40,1805,1,1,2,35900,인천
2019-06-28,12,1178,3,2,4,32000,대전
2019-06-28,9,1624,1,1,8,25000,양평
2019-06-29,25,1646,2,1,5,12900,세종
2019-06-29,12,1221,3,1,1,32000,대구
2019-06-29,2,2023,3,2,1,6500,의정부
2019-06-29,3,2137,4,1,7,7800,부산
2019-06-30,24,1262,2,2,1,36000,서울
2019-06-30,12,1071,4,1,3,32000,거제
2019-06-30,13,1329,2,1,1,3300,서울
2019-06-30,16,1559,1,1,9,50000,안산
2019-06-30,21,1295,1,1,3,78900,충주
2019-07-01,32,1143,3,1,1,9900,대전
2019-07-01,3,2044,2,2,1,7800,서울
2019-07-01,22,1360,3,1,1,22000,하남
2019-07-01,40,1087,1,1,3,35900,서울
2019-07-01,12,1900,1,1,8,32000,대전
2019-07-02,2,1035,2,2,1,6500,부산
2019-07-02,12,1999,3,1,2,32000,의왕
2019-07-02,7,1701,2,2,2,22000,서울
2019-07-02,16,1902,1,1,11,50000,연천
2019-07-03,2,1044,4,1,1,6500,양평
2019-07-03,40,2101,4,1,1,35900,용인
2019-07-03,1,1918,2,2,3,15000,안양
2019-07-03,8,1233,4,1,4,2000,창원
2019-07-03,12,1429,1,1,9,32000,서울
2019-07-04,5,1650,1,2,1,7200,수원
2019-07-04,40,2077,3,2,2,35900,인천
2019-07-04,12,1878,2,1,5,32000,서울
2019-07-05,3,1063,4,1,2,7800,성남
2019-07-05,40,1555,4,1,3,35900,부산
2019-07-05,12,1442,1,1,8,32000,대구
2019-07-05,5,1642,1,2,1,7200,울산
2019-07-05,12,1572,2,1,1,32000,광명
2019-07-05,3,1122,3,1,1,7800,인천
2019-07-06,8,1592,1,2,2,2000,서울
2019-07-06,26,1343,2,1,1,5200,수원
2019-07-06,12,1453,2,2,1,32000,하남
2019-07-06,3,1625,4,2,1,7800,서울
2019-07-06,40,2112,1,2,2,35900,하남
2019-07-06,4,1004,4,1,5,20000,인천
2019-07-06,2,1003,1,1,11,6500,서울
2019-07-07,4,2151,2,1,1,20000,서울
2019-07-07,8,1168,2,1,1,2000,인천
2019-07-07,18,1672,4,1,1,500,밀양
2019-07-07,4,1869,1,2,2,20000,시흥
2019-07-07,4,1172,2,1,2,20000,부산
2019-07-08,28,1972,2,1,1,10500,진주
2019-07-08,12,1934,4,1,1,32000,인천
2019-07-08,12,1045,2,2,3,32000,용인
2019-07-09,9,1820,2,1,1,25000,남양주
2019-07-09,5,1912,1,2,1,7200,담양
2019-07-09,21,2174,4,1,1,78900,안양
2019-07-09,30,1572,4,1,2,21400,광명
2019-07-09,4,2153,1,1,11,20000,부산
2019-07-10,17,1489,2,2,1,7900,김천
2019-07-10,2,1767,1,2,1,6500,고양
2019-07-10,41,1236,3,2,5,14800,고양
2019-07-10,41,1617,1,2,4,14800,광명
2019-07-10,24,1643,1,1,1,36000,서울
2019-07-11,12,1039,4,1,1,32000,서울
2019-07-11,41,1450,4,1,1,14800,창원
2019-07-11,41,1633,2,2,6,14800,서울
2019-07-11,33,1542,1,1,8,21000,인천
2019-07-12,7,1703,1,1,11,22000,서울
2019-07-12,5,2038,1,2,1,7200,고양
2019-07-12,40,2014,3,1,1,35900,포천
2019-07-12,40,2126,4,2,1,35900,여수
2019-07-12,3,2067,4,1,1,7800,서울
2019-07-13,3,1269,4,1,1,7800,대구
2019-07-13,3,1514,2,1,5,7800,울산
2019-07-13,21,1728,1,2,2,78900,서울
2019-07-14,25,1934,4,1,1,12900,인천
2019-07-14,41,1825,1,1,4,14800,부산
2019-07-14,4,2120,1,1,7,20000,용인
2019-07-14,40,1050,2,1,3,35900,대구
2019-07-14,37,2073,2,2,1,14800,이천
2019-07-14,4,1685,4,2,1,20000,거제
2019-07-15,27,1550,2,1,1,12000,안산
2019-07-15,20,1244,3,2,1,54000,울산
2019-07-15,8,1173,1,2,8,2000,부산
2019-07-15,7,1932,1,1,8,22000,수원
2019-07-16,7,1037,4,2,2,22000,동해
2019-07-16,16,1960,2,1,1,50000,삼척
2019-07-16,3,1773,1,2,1,7800,서울
2019-07-16,13,1013,2,1,2,3300,인천
2019-07-17,40,2078,3,2,2,35900,수원
2019-07-17,3,1841,1,1,15,7800,서울
2019-07-17,12,2157,1,2,1,32000,부산
2019-07-17,18,1321,1,1,15,500,서울
2019-07-18,8,1886,1,1,9,2000,서울
2019-07-18,4,1266,2,1,1,20000,서울
2019-07-18,22,1486,1,2,4,22000,서울
2019-07-18,26,1678,1,1,5,5200,여주
2019-07-19,23,2041,3,1,1,43000,서울
2019-07-19,41,2051,3,1,1,14800,서울
2019-07-19,24,1155,4,2,1,36000,서울
2019-07-19,22,1411,4,1,3,22000,인천
2019-07-19,40,2131,1,1,5,35900,수원
2019-07-20,2,1643,1,2,1,6500,서울
2019-07-20,3,1979,4,1,1,7800,서울
2019-07-20,9,1155,4,2,5,25000,서울
2019-07-21,2,1352,3,1,1,6500,수원
2019-07-21,7,1112,3,2,1,22000,부산
2019-07-21,8,1670,4,1,1,2000,인천
2019-07-21,12,2135,1,1,8,32000,수원
2019-07-21,7,1518,2,1,1,22000,부산
2019-07-22,4,1506,1,2,3,20000,서울
2019-07-22,9,1191,2,1,1,25000,서울
2019-07-22,25,1887,2,1,1,12900,광주
2019-07-22,3,1833,2,2,1,7800,수원
2019-07-22,10,1215,2,2,2,15000,의정부
2019-07-22,9,2019,3,2,5,25000,구미
2019-07-23,26,1872,1,1,1,5200,동두천
2019-07-23,1,1007,2,1,1,15000,대구
2019-07-23,3,1452,4,1,1,7800,원주
2019-07-23,3,1439,3,1,3,7800,고양
2019-07-24,3,1199,2,2,2,7800,동두천
2019-07-24,29,1216,2,1,1,25000,양산
2019-07-24,34,1332,2,1,3,9900,인천
2019-07-24,7,1486,1,1,9,22000,서울
2019-07-24,21,1498,1,1,5,78900,인천
2019-07-24,14,2000,1,1,8,10000,과천
2019-07-25,27,1717,1,1,2,12000,서울
2019-07-25,1,1734,4,1,1,15000,부산
2019-07-25,1,1583,1,1,8,15000,대전
2019-07-25,19,1480,1,1,8,32000,동두천
2019-07-26,2,1095,2,1,1,6500,안양
2019-07-26,15,1844,2,2,1,10500,고양
2019-07-26,7,1189,3,1,2,22000,대전
2019-07-26,16,2118,4,2,2,50000,의정부
2019-07-27,37,1708,1,1,1,14800,대전
2019-07-27,1,1436,2,1,3,15000,서울
2019-07-27,40,1042,4,1,5,35900,서울
2019-07-27,41,1188,2,2,5,14800,세종
2019-07-28,27,1655,4,1,1,12000,수원
2019-07-28,2,1794,1,1,8,6500,광주
2019-07-28,7,1324,2,2,1,22000,수원
2019-07-28,15,1201,2,1,1,10500,울산
2019-07-29,24,1025,2,2,1,36000,의왕
2019-07-29,23,1127,1,2,3,43000,양산
2019-07-29,12,2141,2,1,1,32000,청주
2019-07-29,12,1139,2,1,1,32000,평택
2019-07-29,16,1985,2,1,1,50000,인천
2019-07-29,1,2096,2,2,1,15000,대전
2019-07-30,33,2179,1,1,1,21000,단양
2019-07-30,37,1297,3,2,1,14800,인천
2019-07-30,1,1459,4,1,1,15000,서울
2019-07-31,30,1865,1,1,3,21400,서울
2019-07-31,7,1974,3,2,1,22000,서울
2019-07-31,12,2124,1,1,15,32000,부산
2019-07-31,10,1933,1,2,1,15000,제주
2019-07-31,22,1982,3,1,1,22000,서울
2019-08-01,33,1306,2,1,1,21000,광주
2019-08-01,12,1845,1,2,1,32000,수원
2019-08-01,31,1924,1,1,1,8000,인천
2019-08-01,3,1660,1,1,11,7800,포천
2019-08-02,7,1830,1,1,13,22000,서울
2019-08-02,12,2094,2,1,1,32000,하남
2019-08-02,40,1722,2,1,1,35900,성남
2019-08-02,12,1415,3,1,3,32000,강릉
2019-08-02,2,1775,1,1,8,6500,강릉
2019-08-03,16,1443,1,1,8,50000,대구
2019-08-03,6,2012,3,1,1,28000,인천
2019-08-03,19,1100,1,2,7,32000,서울
2019-08-03,27,1056,1,2,5,12000,대전
2019-08-03,3,2115,1,1,9,7800,하남
2019-08-03,5,1905,2,1,1,7200,서울
2019-08-04,41,1687,1,1,1,14800,오산
2019-08-04,9,1169,3,1,1,25000,군포
2019-08-04,9,1765,4,2,1,25000,수원
2019-08-04,39,1875,2,1,6,9900,서울
2019-08-04,30,1063,2,2,5,21400,성남
2019-08-05,30,1740,2,1,2,21400,원주
2019-08-05,17,1148,2,1,1,7900,서울
2019-08-05,38,1812,1,2,1,52000,서울
2019-08-05,40,1762,2,1,7,35900,용인
2019-08-05,37,1007,1,1,4,14800,대구
2019-08-06,16,1599,1,2,1,50000,서울
2019-08-06,1,2136,4,1,2,15000,부산
2019-08-06,13,2016,4,1,1,3300,성남
2019-08-06,33,1764,2,1,1,21000,제주
2019-08-06,9,1350,1,1,8,25000,세종
2019-08-07,21,1170,2,2,1,78900,경주
2019-08-07,40,1409,2,2,1,35900,인천
2019-08-07,26,1479,1,1,5,5200,부산
2019-08-07,7,1487,1,1,15,22000,부산
2019-08-07,41,1161,1,1,3,14800,서울
2019-08-08,5,1836,2,1,2,7200,인천
2019-08-08,3,1563,2,1,1,7800,서울
2019-08-08,3,1205,4,1,1,7800,청주
2019-08-08,40,1827,4,1,1,35900,창원
2019-08-08,8,1593,1,1,7,2000,용인
2019-08-08,4,1703,1,1,15,20000,서울
2019-08-09,12,2103,4,2,1,32000,청주
2019-08-09,2,1229,3,2,2,6500,안산
2019-08-09,40,1200,2,2,1,35900,청주
2019-08-09,7,1067,2,2,1,22000,충주
2019-08-10,9,1957,2,1,3,25000,부산
2019-08-10,12,1368,1,1,15,32000,대구
2019-08-10,28,1593,2,1,1,10500,용인
2019-08-10,25,1580,2,1,1,12900,창원
2019-08-10,4,1607,1,2,1,20000,서울
2019-08-10,25,1351,3,1,1,12900,통영
2019-08-11,3,1570,1,1,11,7800,세종
2019-08-11,39,2042,2,1,1,9900,서울
2019-08-11,2,1737,1,2,1,6500,성남
2019-08-11,22,1796,2,1,2,22000,안양
2019-08-12,35,1553,1,1,4,11900,성남
2019-08-12,8,1196,2,1,1,2000,부산
2019-08-12,29,1725,4,2,5,25000,대전
2019-08-12,2,1520,2,1,6,6500,인천
2019-08-12,9,1450,1,2,10,25000,창원
2019-08-12,2,1345,1,1,11,6500,대전
2019-08-12,23,1336,3,1,7,43000,제천
2019-08-12,20,1499,1,1,5,54000,제주
2019-08-13,3,1585,2,1,1,7800,화성
2019-08-13,10,1305,2,2,1,15000,통영
2019-08-13,34,1242,4,1,1,9900,광양
2019-08-13,41,1758,4,2,2,14800,인천
2019-08-13,17,1527,1,1,15,7900,대전
2019-08-14,33,2055,2,2,1,21000,고양
2019-08-14,8,1852,2,1,1,2000,광주
2019-08-14,16,1720,1,2,1,50000,동두천
2019-08-14,27,1931,1,1,1,12000,대전
2019-08-15,38,1556,1,1,7,52000,과천
2019-08-15,2,1799,1,2,1,6500,보은
2019-08-15,37,2116,1,1,1,14800,인천
2019-08-15,28,1708,1,2,2,10500,대전
2019-08-15,8,1243,4,1,7,2000,서울
2019-08-15,17,1318,2,2,1,7900,부산
2019-08-15,18,1493,1,2,8,500,고양
2019-08-16,12,1871,2,1,2,32000,부산
2019-08-16,3,1342,2,1,3,7800,대구
2019-08-16,12,1117,3,1,5,32000,인천
2019-08-16,20,1082,1,1,5,54000,대전
2019-08-17,32,1109,3,1,2,9900,아산
2019-08-17,33,1922,2,1,1,21000,고양
2019-08-17,41,1203,4,1,1,14800,용인
2019-08-17,11,1570,4,1,3,21500,세종
2019-08-17,12,1097,1,1,13,32000,시흥
2019-08-17,8,1371,1,1,7,2000,서울
2019-08-18,9,1462,1,2,8,25000,창원
2019-08-18,28,1725,4,1,1,10500,대전
2019-08-18,21,1535,1,1,8,78900,남양주
2019-08-18,12,1406,2,2,3,32000,창원
2019-08-19,5,2086,3,2,1,7200,용인
2019-08-19,38,1270,1,1,4,52000,대구
2019-08-19,15,1275,1,1,15,10500,창원
2019-08-19,3,1923,1,1,8,7800,인천
2019-08-20,40,1141,1,1,5,35900,통영
2019-08-20,9,1003,2,1,1,25000,서울
2019-08-20,13,1349,2,1,1,3300,서울
2019-08-20,8,1197,3,1,1,2000,부산
2019-08-20,2,1814,4,2,1,6500,세종
2019-08-20,8,1930,1,2,2,2000,군포
2019-08-20,34,1373,1,1,7,9900,대구
2019-08-21,8,1380,1,1,8,2000,남양주
2019-08-21,3,2187,2,2,1,7800,광주
2019-08-21,41,2132,1,2,1,14800,부산
2019-08-22,6,1501,4,1,1,28000,광주
2019-08-22,25,1330,4,2,1,12900,연천
2019-08-22,3,1957,1,2,1,7800,부산
2019-08-22,40,1948,3,2,1,35900,고양
2019-08-23,24,1612,1,2,1,36000,안산
2019-08-23,11,1327,3,2,1,21500,수원
2019-08-23,11,1795,1,1,13,21500,고양
2019-08-23,16,1505,1,1,11,50000,수원
2019-08-24,1,1157,3,2,2,15000,고양
2019-08-24,41,1935,2,1,1,14800,포항
2019-08-24,37,2104,2,2,1,14800,동두천
2019-08-24,16,1047,1,1,8,50000,성남
2019-08-25,40,1042,1,1,8,35900,서울
2019-08-25,23,1656,1,2,1,43000,서울
2019-08-25,6,1293,3,1,3,28000,제천
2019-08-25,13,1133,1,1,12,3300,서울
2019-08-25,3,1368,1,2,8,7800,대구
2019-08-25,8,2109,1,1,8,2000,부산
2019-08-25,22,1866,1,2,1,22000,영동
2019-08-26,16,2154,2,1,1,50000,서울
2019-08-26,22,2099,3,1,1,22000,성남
2019-08-26,9,1328,3,2,1,25000,광주
2019-08-26,3,1606,2,1,6,7800,서울
2019-08-26,18,1473,1,1,7,500,성남
2019-08-26,35,1500,1,1,3,11900,안산
2019-08-27,14,2178,1,2,1,10000,부천
2019-08-27,4,1837,4,1,2,20000,서울
2019-08-27,2,1549,1,1,7,6500,대전
2019-08-27,26,1440,1,2,8,5200,서울
2019-08-27,3,1891,1,1,8,7800,울산
2019-08-28,12,1025,2,1,1,32000,의왕
2019-08-28,8,1382,2,1,2,2000,광주
2019-08-28,12,2091,4,2,3,32000,울산
2019-08-28,39,1721,2,2,7,9900,부산
2019-08-29,24,1895,1,1,1,36000,평택
2019-08-29,3,1959,3,2,2,7800,부산
2019-08-29,13,1518,1,2,4,3300,부산
2019-08-29,8,1544,1,1,15,2000,평택
2019-08-30,1,1751,2,1,4,15000,대전
2019-08-30,12,1464,2,1,1,32000,제천
2019-08-30,31,1676,1,2,1,8000,동해
2019-08-30,3,1551,1,1,13,7800,구리
2019-08-30,5,2068,1,1,8,7200,구리
2019-08-31,12,1432,2,1,4,32000,인천
2019-08-31,33,2096,4,2,1,21000,대전
2019-08-31,22,2056,4,1,1,22000,창원
2019-08-31,9,1279,3,1,2,25000,서울
2019-08-31,19,1120,3,2,1,32000,대구
2019-08-31,26,1595,2,1,1,5200,청주
2019-09-01,16,1614,2,1,2,50000,서울
2019-09-01,19,2017,4,1,5,32000,양주
2019-09-01,3,1133,4,2,4,7800,서울
2019-09-01,37,1888,1,1,5,14800,인천
2019-09-02,1,1433,1,1,13,15000,인천
2019-09-02,39,1909,1,1,1,9900,대전
2019-09-02,1,1032,4,2,1,15000,인천
2019-09-02,22,1012,4,1,3,22000,서울
2019-09-02,2,1471,1,2,5,6500,부산
2019-09-03,29,2112,2,1,4,25000,하남
2019-09-03,22,1203,3,1,1,22000,용인
2019-09-03,14,1394,4,1,2,10000,김포
2019-09-03,18,1621,1,2,2,500,안양
2019-09-03,12,1995,4,1,3,32000,청주
2019-09-03,7,1730,4,2,7,22000,서울
2019-09-03,14,2009,2,1,1,10000,서울
2019-09-04,3,1577,2,1,1,7800,보령
2019-09-04,6,1119,4,1,1,28000,양양
2019-09-04,26,2100,3,1,4,5200,대구
2019-09-04,9,1524,1,1,12,25000,대구
2019-09-04,24,1062,1,1,7,36000,동두천
2019-09-04,8,1017,1,1,15,2000,안산
2019-09-05,14,1170,4,2,1,10000,경주
2019-09-05,7,2037,2,1,1,22000,서울
2019-09-05,12,1779,4,1,1,32000,대구
2019-09-05,3,1937,2,1,2,7800,김포
2019-09-05,10,1420,1,1,15,15000,고양
2019-09-06,1,1009,4,1,1,15000,창원
2019-09-06,17,1604,1,2,1,7900,연천
2019-09-06,19,1002,1,1,5,32000,용인
2019-09-06,37,1771,2,1,1,14800,과천
2019-09-07,18,1163,3,1,1,500,대전
2019-09-07,16,1598,2,2,1,50000,구리
2019-09-07,27,2029,3,2,1,12000,창원
2019-09-08,33,1331,3,2,3,21000,대구
2019-09-08,2,2030,2,1,4,6500,수원
2019-09-08,40,1301,2,1,5,35900,포천
2019-09-09,25,1217,2,1,5,12900,수원
2019-09-09,41,1657,2,1,1,14800,부산
2019-09-09,6,1715,2,1,1,28000,서울
2019-09-09,33,2166,1,1,1,21000,서울
2019-09-10,37,1958,1,1,1,14800,서울
2019-09-10,3,1647,2,1,1,7800,서울
2019-09-10,3,2113,4,1,5,7800,김포
2019-09-10,38,1488,2,1,1,52000,대전
2019-09-11,12,1146,4,1,3,32000,대전
2019-09-11,3,1946,3,1,1,7800,화성
2019-09-11,27,1857,1,1,1,12000,서울
2019-09-11,41,1577,1,1,1,14800,보령
2019-09-11,11,1860,1,2,2,21500,의왕
2019-09-12,8,1712,1,2,1,2000,부산
2019-09-12,32,1548,2,2,3,9900,시흥
2019-09-12,3,1584,1,1,15,7800,대전
2019-09-13,16,1786,2,2,1,50000,김포
2019-09-13,34,1237,2,2,1,9900,부산
2019-09-13,7,1136,3,1,1,22000,대전
2019-09-13,41,1768,1,2,2,14800,인천
2019-09-13,40,2010,2,1,2,35900,고양
2019-09-14,40,1603,2,1,1,35900,인천
2019-09-14,27,1286,2,1,1,12000,서울
2019-09-14,7,1180,2,1,1,22000,서산
2019-09-14,41,1285,2,1,7,14800,가평
2019-09-15,8,1721,1,1,11,2000,부산
2019-09-15,22,1616,1,2,1,22000,인천
2019-09-15,25,1278,1,1,7,12900,용인
2019-09-15,41,1091,1,1,3,14800,서울
2019-09-16,3,1073,2,1,1,7800,통영
2019-09-16,29,1142,2,2,1,25000,서울
2019-09-16,25,1165,3,1,1,12900,용인
2019-09-17,10,1218,2,1,3,15000,시흥
2019-09-17,41,1698,2,1,1,14800,부산
2019-09-17,11,1913,1,2,1,21500,창원
2019-09-17,9,1462,1,2,10,25000,창원
2019-09-18,14,1153,3,2,1,10000,서울
2019-09-18,20,1876,1,1,1,54000,의왕
2019-09-18,2,1145,4,2,5,6500,오산
2019-09-18,2,1128,1,1,12,6500,인천
2019-09-18,7,1497,1,1,13,22000,서울
2019-09-19,40,1395,2,1,1,35900,부천
2019-09-19,2,1231,2,1,1,6500,울산
2019-09-19,3,2187,2,1,3,7800,광주
2019-09-20,4,1881,2,1,1,20000,서울
2019-09-20,23,1540,4,1,1,43000,대전
2019-09-20,41,2110,1,2,2,14800,안산
2019-09-20,7,1090,1,2,8,22000,성남
2019-09-21,15,1773,2,1,1,10500,서울
2019-09-21,3,2040,2,2,1,7800,서울
2019-09-21,40,1053,1,1,10,35900,동두천
2019-09-21,16,1077,1,1,15,50000,인천
2019-09-21,16,1921,1,2,3,50000,서울
2019-09-21,41,1320,1,1,8,14800,양주
2019-09-22,12,1295,1,1,8,32000,충주
